Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Yuji,Son Yuji,손유지,유지,11/25/98,3YE,South Korea,,160,45,,,Apple.B,F,,,
Haeun,Yoon Haeun,윤하은,하은,3/12/99,3YE,South Korea,,163,0,,,Apple.B,F,,,
Kain,Bang Junho,방준호,카인,3/25/97,ARGON,South Korea,,178,0,,,,M,,,
Haneul,Lee Haneul,이하늘,하늘,6/3/96,ARGON,South Korea,,175,0,,,,M,,,
Roel,Kim Sunho,김선호,로엘,2/13/97,ARGON,South Korea,,0,0,,,,M,,,
Yeoun,Lee Kyeongbin,이경빈,여운,9/3/97,ARGON,South Korea,,0,0,,,,M,,,
Gon,Kim Seongjung,김성중,곤,11/13/98,ARGON,South Korea,,0,0,,,,M,,,
Jaeun,Ha Jaeun,한재운,재운,9/28/99,ARGON,South Korea,,0,0,,,,M,,,
J,Lee Yeji,이예지,제이,2/12/98,ANS,South Korea,,0,0,,,,F,,,
Haena,Jeon Eunbi,전은비,해나,2/19/02,ANS,South Korea,,0,0,,,,F,,,
Kiara,Baek Jinjoo,백진주,키아라,8/20/98,,South Korea,,0,0,,,,F,,,
Semi,Gu Semi,구세미,세미,4/10/02,Cignature,South Korea,,166,46,,,,F,,,
Seline,Jung Yeonjeong,정연정,셀린,6/20/00,Cignature,South Korea,,0,0,,,,F,,,
Bada,Kim Bada,김바다,바다,5/28/02,Hinapia,South Korea,,162,49,,,,F,,,
Kookheon,Kim Kookheon,김국헌,국헌,4/15/97,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
Yuvin,Song Yuvin,송유빈,유빈,4/28/98,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
Kim Yoon,Kim Seongsu,김성수,김윤,2/17/94,DUSTIN,South Korea,,183,65,,,,M,,,
Siu,Hwang Inseok,황인석,시우,5/19/95,DUSTIN,South Korea,,0,0,,,,M,,,
Daon,Ahn Seonil,안선일,다온,12/10/00,DUSTIN,South Korea,,0,0,,,,M,,,
Seunghan,Lee Seunghan,이승한,승한,2/22/96,DUSTIN,South Korea,,0,0,,,,M,,,
Hwani,Jo Sihyeon,조시환,화니,11/16/94,DUSTIN,South Korea,,0,0,,,,M,,,
JJ,Jun Jihyeok,전진혁,제이제이,12/11/98,DUSTIN,South Korea,,0,0,,,,M,,,
BEL,Choi Sunghoon,최성훈,벨,5/21/00,DUSTIN,South Korea,,0,0,,,,M,,,
AleXa,Kim Seri,김세리,알렉사,12/6/96,,USA,,0,0,,,,F,,,
Love,Park Jisung,박지성,러브,1/17/94,,South Korea,,0,0,,,OnlyOneOf,M,,,
KB,Shin Kyubin,신규빈,규빈,4/23/94,OnlyOneOf,South Korea,,0,0,,,,M,,,
Junji,Kim Junhyung,김준형,준지,4/6/98,OnlyOneOf,South Korea,,0,0,,,,M,,,
Yoojung,Lee Taeyeop,이태엽,유정,5/19/97,OnlyOneOf,South Korea,,0,0,,,,M,,,
Rie,Lee Seungho,이성호,리에,11/6/96,OnlyOneOf,South Korea,,0,0,,,,M,,,
Mill,Lee Yongsoo,이용수,밀,3/30/99,OnlyOneOf,South Korea,,0,0,,,,M,,,
Nine,Jung Wookjin,정욱진,나인,12/13/99,OnlyOneOf,South Korea,,0,0,,,,M,,,
Della,Park Sehyun,박세현,델라,9/3/95,Rockit Girl,South Korea,,0,0,,,,F,,,
Han Leeseul,Han Jiyoon,한지윤,한이슬,2/12/00,Rockit Girl,South Korea,,0,0,,,,F,,,
Castle J,Son Sangjoon,손성준,캐슬제이,5/31/99,MCND,South Korea,,0,0,,,,M,,,
Bic,Nam Seungmin,남승민,빅,4/25/01,MCND,South Korea,,0,0,,,,M,,,
Minjae,Song Minjae,송민재,민재,8/23/03,MCND,South Korea,,0,0,,,,M,,,
Huijun,Noh Huijun,노휘준,휘준,10/7/03,MCND,South Korea,,0,0,,,,M,,,
Win,Bang Junhyuk,방준혁,윈,12/19/04,MCND,South Korea,,0,0,,,,M,,,
Changgyu,Song Changgyu,송창규,창규,7/6/93,UNVS,South Korea,,0,0,,,,M,,,
YY,Kim Moonyong,김문용,와이와이,8/30/91,UNVS,South Korea,,0,0,,,,M,,,
Jen,Kim Yehyeon,김예현,젠,3/27/97,UNVS,South Korea,,0,0,,,,M,,,
Jun H.,Im Joonhyun,임준현,준현,8/28/91,UNVS,South Korea,,0,0,,,,M,,,
Eunho,Shin Donggeun,신동근,은호,9/10/92,UNVS,South Korea,,0,0,,,,M,,,
Jinwoo,Lee Jinwoo,이진우,진우,9/13/04,Ghost9,South Korea,,176,57,,TEEN TEEN,,M,,,
Taesung,Lee Taesung,이태승,태승,12/19/03,,South Korea,,184,64,,TEEN TEEN,Ghost9,M,,,
Woojin,Lee Woojin,이우진,우진,4/7/03,Ghost9,South Korea,,178,65,,TEEN TEEN,,M,,,
Serim,Park Serim,박세림,세림,3/3/99,CRAVITY,South Korea,,0,0,,,,M,,,
Allen,Allen Ma,앨런 마,앨런,4/26/99,CRAVITY,USA,South Korea,0,0,,,,M,,,
Jungmo,Koo Jungmo,구정모,정모,2/5/00,CRAVITY,South Korea,,181,58,,,,M,,,
Woobin,Seo Woobin,서우빈,우빈,10/16/00,CRAVITY,South Korea,,0,0,,,,M,,,
Wonjin,Ham Wonjin,함원진,원진,3/22/01,CRAVITY,South Korea,,174,57,,,,M,,,
BIBI,Kim Hyungseo,김형서,비비,9/27/98,,South Korea,,0,0,,,,F,,,
Taeyoung,Kim Taeyoung,김태영,태영,1/27/03,CRAVITY,South Korea,,0,0,,,,M,,,
Seongmin,Ahn Seongmin,안성민,성민,8/1/03,CRAVITY,South Korea,,0,0,,,,M,,,
Chihoon,Choi Chihoon,최치훈,치훈,4/27/99,TOO,South Korea,,0,0,,,,M,,,
Donggeon,Song Donggeon,송동건,동건,7/15/99,TOO,South Korea,,0,0,,,,M,,,
Chan,Jo Chanhyuk,조찬혁,찬,12/8/99,TOO,South Korea,,0,0,,,,M,,,
Jisu,Choi Jisu,최지수,지수,1/19/00,TOO,South Korea,,0,0,,,,M,,,
Minsu,Kim Minsu,김민수,민수,3/20/00,TOO,South Korea,,0,0,,,,M,,,
Jaeyun,Lee Jaeyun,이재윤,이재윤,8/16/00,TOO,South Korea,,0,0,,,,M,,,
J.YOU,Kim Jaeyu,김제유,제유,11/2/00,TOO,South Korea,,0,0,,,,M,,,
Kyungho,Jang Kyungho,장경호,경호,5/7/01,TOO,South Korea,,0,0,,,,M,,,
Jerome,Oh Sungmin,오성민,제롬,8/25/01,TOO,South Korea,,0,0,,,,M,,,
Woonggi,Cha Woonggi,차웅기,웅기,4/23/02,TOO,South Korea,,0,0,,,,M,,,
Woo-ah,Kim Chaewon,김채원,우아,6/20/97,CRAXY,South Korea,,0,0,,,,F,,,
Karin,Baek Yerin,백예린,카린,4/23/00,CRAXY,South Korea,,0,0,,,,F,,,
Hyejin,Kang Hyejin,강혜진,혜진,7/13/00,CRAXY,South Korea,,0,0,,,,F,,,
Swan,Kim Suan,김수안,수안,12/28/00,CRAXY,South Korea,,0,0,,,,F,,,
ChaeY,Song Chaeyeon,송채연,채이,1/6/03,CRAXY,South Korea,,0,0,,,,F,,,
Lina,Oh Hyesoo,오혜수,리나,5/23/97,RedSquare,South Korea,,0,0,,,,F,,,
Nana,Kwon Nayeon,권나연,나나,3/9/01,woo!ah!,South Korea,,0,0,,,,F,"Leader, Main Dancer",,
Wooyeon,Park Jinkyung,박진경,우연,2/11/03,woo!ah!,South Korea,,0,0,,,,F,Vocalist,,
Sora,Sakata Sora,사카타 소라,소라,8/30/03,woo!ah!,Japan,,0,0,,,,F,Vocalist,,
Lucy,Kim Daeun,김대은,루시,4/9/04,woo!ah!,South Korea,,0,0,,,,F,"Rapper, Vocalist",,
Minseo,Kim Minseo,김민서,민서,8/12/04,woo!ah!,South Korea,,0,0,,,,F,"Vocalist, Dancer",,
Songyee,Park Songyee,박송이,송이,9/25/04,,South Korea,,0,0,,,woo!ah!,F,Main Rapper,,
Lea,Ogawa Mizuki,오가와 미즈키,레아,8/12/95,SECRET NUMBER,Japan,,169,0,Tokyo,,Skarf,F,,,
Dita,Dita Karang,디타 가랑,디타,12/25/96,SECRET NUMBER,Indonesia,,0,0,Yogyakarta,,,F,,,
Jinny,Park Jinhee,박진희,지니,1/19/98,SECRET NUMBER,South Korea,USA,0,0,California,,,F,,,
Soodam,Lee Soodam,이수담,수담,11/9/99,SECRET NUMBER,South Korea,,0,0,,,,F,,,
Denise,Kim Denise,김데니스,데니스,1/11/01,SECRET NUMBER,South Korea,USA,0,0,,,,F,,,
Soojin,Lee Soojin,이수진,수진,12/12/01,Weeekly,South Korea,,165,0,,,,F,"Leader, Main Dancer, Sub Vocal",,
Jiyoon,Shin Jiyoon,신지윤,지윤,3/2/02,,South Korea,,0,0,,,Weeekly,F,"Lead Vocal, Lead Dancer",,
Monday,Kim Jimin,김지민,먼데이,5/10/02,Weeekly,South Korea,,172,0,,,,F,"Main Vocal, Main Dancer",,
Soeun,Park Soeun,박소은,소은,10/26/02,Weeekly,South Korea,,168,0,,,,F,"Lead Vocal, Lead Dancer",,
Jaehee,Lee Jaehee,이재희,재희,3/18/04,Weeekly,South Korea,,166,0,,,,F,"Rapper, Sub Vocal",,
Jihan,Han Jihyo,한지효,지한,7/12/04,Weeekly,South Korea,,0,0,,,,F,Lead Vocal,,
Zoa,Cho Hyewon,조혜원,조아,5/31/05,Weeekly,South Korea,,170,0,,,,F,"Rapper, Sub Vocal",,
Seokhwa,Kang Seokhwa,강석화,석화,12/1/00,WEi,South Korea,,172,56,,,,M,,,
Areum,Kim Daun,김다운,아름,1/31/98,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
Hyebin,Kim Hyebin,김혜빈,혜빈,3/29/97,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
Segye,Shin Segye,신세계,세계,8/19/98,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
Dabi,Park Jiwon,박지원,다비,1/19/00,AREAL,South Korea,,0,0,,,MIDNIGHT,F,,,
Eyedi,Nam Yujin,남유진,아이디,12/8/95,,South Korea,,0,0,,,,F,,,
Rano,Byun Yongseop,변용섭,라노,12/10/98,E'LAST,South Korea,,175,60,,,,M,,,
Won Hyuk,Won Hyuk,원혁,원혁,2/22/02,E'LAST,South Korea,,181,63,,,,M,,,
Wonjun,Lee Wonjun,이원준,원준,3/8/02,E'LAST,South Korea,,0,0,,,,M,,,
Choi In,Choi In,최인,최인,2/11/96,E'LAST,South Korea,,170,50,,,,M,,,
Seungyeop,Choi Seungyeop,최승엽,승엽,5/8/97,E'LAST,South Korea,,176,60,,,,M,,,
Baekgyeul,Baek Sunwoo,백결,백선우,12/1/99,E'LAST,South Korea,,180,61,,,,M,,,
Romin,Choi Youngmin,최영민,로민,4/24/01,E'LAST,South Korea,,179,58,,,,M,,,
Yejun,Oh Yejun,오예준,예준,8/23/02,E'LAST,South Korea,,178,58,,,,M,,,
Minho,Lee Minho,이민호,민호,9/4/95,MY.st,South Korea,,0,0,,,,M,,,
Juntae,Kim Juntae,김준태,준태,9/4/95,MY.st,South Korea,,0,0,,,,M,,,
Woncheol,Jung Woncheol,정원철,원철,1/12/96,MY.st,South Korea,,0,0,,,,M,,,
Woojin,Lee Woojin,이우진,우진,11/22/96,MY.st,South Korea,,0,0,,,,M,,,
Keonwoo,Kim Keonwoo,김건우,건우,12/17/96,MY.st,South Korea,,0,0,,,,M,,,
Haneul,Choi Haneul,최하늘,하늘,11/28/00,Saturday,South Korea,,158,43,,,,F,,,
Juyeon,Lee Juyeon,이주연,주연,11/6/01,Saturday,South Korea,,164,44,,,,F,,,
Yuki,Lim Jiyeon,임지연,유키,1/30/02,Saturday,South Korea,,161,44,,,,F,,,
Ayeon,Son Minji,손민지,아연,9/29/02,Saturday,South Korea,,162,47,,,,F,,,
Minseo,Park Minseo,박민서,민서,3/21/03,Saturday,South Korea,,163,45,,,,F,,,
Jieun,Park Jieun,박지은,지은,9/4/97,Purple Kiss,South Korea,,166,49,,,,F,,,
Goeun,Na Goeun,나고은,고은,9/3/99,Purple Kiss,South Korea,,160,44,,,,F,,,
Dosie,Jang Eunseung,장은성,도시,2/11/00,Purple Kiss,South Korea,,0,0,,,,F,,,
Ireh,Cho Seoyoung,조서영,이레,4/30/02,Purple Kiss,South Korea,,0,0,,,,F,,,
Yuki,Mori Koyuki,모리 코유키,유키,11/6/02,Purple Kiss,Japan,,0,0,,,,F,,,
Chaein,Lee Chaeyoung,이채영,채인,12/5/02,Purple Kiss,South Korea,,0,0,,,,F,,,
Swan,Park Soojin,박수진,수안,7/11/03,Purple Kiss,South Korea,,0,0,,,,F,,,
EunB,Shin Eunbi,신은비,은비,9/17/00,Maka Maka,South Korea,,0,0,,,Lip Bubble,F,,,
Heesu,Kim Heesu,김희수,희수,3/24/98,Maka Maka,South Korea,,0,0,,,,F,,,
Daseul,Yang Daseul,양다슬,다슬,9/14/00,Maka Maka,South Korea,,0,0,,,,F,,,
Chaewon,Lee Chaewon,이채원,채원,3/18/00,Maka Maka,South Korea,,0,0,,,,F,,,
Dia,Kwak Minnyeong,곽민녕,디아,9/3/99,Maka Maka,South Korea,,0,0,,,,F,,,
Junghwan,So Junghwan,소정환,정환,2/18/05,Treasure,South Korea,,0,0,,,,M,,,
Lee Hyeop,Lee Hyeop,이협,이협,8/13/99,DRIPPIN,South Korea,,177,57,,,,M,,,
Yunseong,Hwang Yunseong,황윤성,윤성,10/30/00,DRIPPIN,South Korea,Seoul,181,60,,,,M,,,
Changuk,Joo Changuk,주창욱,창욱,7/25/01,DRIPPIN,South Korea,,184,59,,,,M,,,
Dongyun,Kim Dongyun,김동윤,동윤,2/18/02,DRIPPIN,South Korea,,177,61,,,,M,,,
Minseo,Kim Minseo,김민서,민서,5/13/02,DRIPPIN,South Korea,,177,53,,,,M,,,
Alex,Alexander Schmidt Lee,알렉산더 슈미트 리,알렉스,10/6/04,DRIPPIN,Germany,South Korea,180,0,,,,M,,,
Dongjun,Hwang Dongjun,황동준,동준,9/7/99,,South Korea,,0,0,,,Ghost9,M,,,
Junhyung,Son Junhyung,손준형,준형,10/21/00,Ghost9,South Korea,,0,0,,,,M,,,
Kangsung,Lee Kangsung,이강성,강성,8/8/02,Ghost9,South Korea,,0,0,,,,M,,,
Junseong,Choi Junseong,최준성,준성,9/29/02,Ghost9,South Korea,,170,55,,,,M,,,
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,1/10/03,Ghost9,Thailand,,0,0,,,,M,,,
Keeho,Yoon Kiho,윤기호,기호,9/27/01,P1Harmony,Canada,,0,0,,,,M,,,
Jiung,Choi Jiwoong,최지웅,지웅,10/7/01,P1Harmony,South Korea,,0,0,,,,M,,,
Intak,Hwang Intak,황인탁,인탁,8/31/03,P1Harmony,South Korea,,0,0,,,,M,,,
Soul,Haku Shota,하쿠 쇼타,소울,2/1/05,P1Harmony,Japan,,0,0,,,,M,,,
Jongseob,Kim Jongseob,김종섭,종섭,11/19/05,P1Harmony,South Korea,,173,0,,,,M,,,
Jungwon,Yang Jungwon,양정원,정원,2/9/04,ENHYPEN,South Korea,,0,0,,,,M,,,
Jay,Park Jongsung,박종성,제이,4/20/02,ENHYPEN,South Korea,United States,0,0,,,,M,,,
Jake,Shim Jaeyoon,심재윤,제이크,11/15/02,ENHYPEN,South Korea,Australia,0,0,,,,M,,,
Ni-Ki,Nishimura Riki,니시무라 리키,니키,12/9/05,ENHYPEN,Japan,,0,0,,,,M,,,
Heeseung,Lee Heeseung,이희승,희승,10/15/01,ENHYPEN,South Korea,,0,0,,,,M,,,
Sunghoon,Park Sunghoon,박성훈,성훈,12/8/02,ENHYPEN,South Korea,,0,0,,,,M,,,
Sunoo,Kim Sunwoo,김선우,선우,6/24/03,ENHYPEN,South Korea,,0,0,,,,M,,,
Shin,Kim Suhyun,김수현,신,3/18/00,Ghost9,South Korea,,0,0,,,,M,,,
Theo,Choi Taeyang,최태양,태오,7/1/01,P1Harmony,South Korea,,0,0,,,,M,,,
E-Chan,Lee Changmin,이창민,이찬,2/19/97,DKB,South Korea,,178,63,,,,M,,,
D1,Jang Dongil,장동일,디원,2/15/98,DKB,South Korea,,174,59,,,,M,,,
Teo,Jang Sungsik,장성식,테오,10/22/97,DKB,South Korea,,177,64,,,,M,,,
GK,Kim Kwanghyun,김광현,지케이,9/29/98,DKB,South Korea,,177,60,,,,M,,,
Heechan,Yang Heechan,양희찬,희찬,7/31/99,DKB,South Korea,,176,63,,,,M,,,
Lune,Jung Sungmin,정성민,룬,2/27/00,DKB,South Korea,,176,55,,,,M,,,
Junseo,Hwang Junseo,황준서,준서,1/16/01,DKB,South Korea,,182,67,,,,M,,,
Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,5/12/02,DKB,Japan,,176,55,,,,M,,,
Harry-June,Han Harry-June,한해리준,해리준,1/1/04,DKB,South Korea,,178,61,,,,M,,,
EunB,Byun Eunbi,변은비,은비,11/23/00,PRECIOUS,South Korea,,164,49,Busan,,,F,,,
Jihyo,Lee Jihyo,이지효,지효,4/22/01,PRECIOUS,South Korea,,166,49,Gyeonggi,,,F,,,
Hanwoom,Byun Hanwoom,변한움,한움,6/5/01,PRECIOUS,South Korea,,160,43,Seoul,,,F,,,
Lee Soo,Jin Isoo,진이수,이수,6/27/01,PRECIOUS,South Korea,,163,47,Incheon,,,F,,,
Hanbyul,Kyung Hanbyul,경한별,한별,7/1/05,PRECIOUS,South Korea,,167,49,Seoul,,,F,,,
Seoyoon,Kim Suyoung,김수영,서윤,1/26/95,BOTOPASS,South Korea,,0,0,,,ILUV,F,,,
Cui Xiang,Cui Xiang,최상,최상,1/26/95,BOTOPASS,China,,0,0,,,ILUV,F,,,
Jiwon,Park Jiwon,박지원,지원,3/17/97,BOTOPASS,South Korea,,165,45,,,ILUV,F,,,
Ria,Kuwayama Ria,쿠와야마 리아,리아,2/3/98,BOTOPASS,Japan,,0,0,,,,F,,,
Mihee,Lee Mihee,이미희,미희,8/24/00,BOTOPASS,South Korea,,0,0,,,,F,,,
Harin,Seo Harin,서하린,하린,12/7/00,BOTOPASS,South Korea,,0,0,,,,F,,,
Shiho,Kwon Subin,권수빈,시호,8/22/01,BOTOPASS,South Korea,,0,0,,,,F,,,
Ahyoon,Choi Subin,최수빈,아윤,10/23/04,BOTOPASS,South Korea,,0,0,,,,F,,,
Eseo,Noh Hyunjung,노현정,이서,3/4/96,LUNARSOLAR,South Korea,,161,0,,,,F,,,
Taeryeong,Lim Jeongmin,임정민,태령,12/27/00,LUNARSOLAR,South Korea,,0,0,,,,F,,,
Jian,Kwon Jieun,권지은,지안,3/14/01,LUNARSOLAR,South Korea,,0,0,,,S.E.T,F,,,
Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,5/16/01,LUNARSOLAR,Japan,,0,0,,,,F,,,
Sieun,Lee Sieun,이시은,시은,9/19/93,CHECKMATE,South Korea,,163,0,,,,F,,,
Suri,Kang Suri,강수리,수리,10/11/94,CHECKMATE,South Korea,,168,0,,,,F,,,
Nason,Kim Duyeop,김두엽,네이슨,6/12/95,CHECKMATE,South Korea,,0,0,,,,M,,,
Yongseok,Choi Yongseok,최용석,용석,5/23/96,CHECKMATE,South Korea,,0,0,,,,M,,,
Noah,Hwang Seundae,황승대,노아,3/18/98,CHECKMATE,South Korea,,0,0,,,,M,,,
Karina,Yoo Jimin,유지민,카리나,4/11/00,aespa,South Korea,,167,45,Gyeonggi,,,F,,,
Giselle,Uchinaga Aeri,우치나가 애리,지젤,10/30/00,aespa,Japan,,166,0,,,,F,,,
Winter,Kim Minjung,김민정,윈터,1/1/01,aespa,South Korea,,0,0,Yangsan,,,F,,,
Ningning,Ning Yizhuo,닝이쭤,닝닝,10/23/02,aespa,China,,165,43,Harbin,,,F,,,
Juhyun,Cha Juhyun,차주현,주현,4/1/00,Bling Bling,South Korea,,0,0,,,,F,,,
Ayamy,Suzuki Ayami,스즈키 아야미,아야미,7/15/00,Bling Bling,Japan,,0,0,,,,F,,,
Jieun,Choi Jieun,최지은,지은,3/3/01,Bling Bling,South Korea,,0,0,,,,F,,,
Marin,Yasufuku Marin,야스후쿠 마린,마린,3/17/01,Bling Bling,Japan,,0,0,Osaka,,,F,,,
Narin,Lee Narin,이나린,나린,10/29/01,Bling Bling,South Korea,,0,0,,,,F,,,
Yubin,Kim Yubin,김유빈,유빈,2/27/02,Bling Bling,South Korea,,166,47,,,,F,,,
Sumin,Bae Sumin,배수민,수민,3/13/01,STAYC,South Korea,,159,46,Pohang,,,F,,,
Sieun,Park Sieun,박시은,시은,8/1/01,STAYC,South Korea,,160,44,Seoul,,,F,,,
Isa,Lee Chaeyoung,이채영,아이사,1/23/02,STAYC,South Korea,,165,45,Busan,,,F,,,
Seeun,Yoon Seeun,윤세은,세은,6/14/03,STAYC,South Korea,,167,49,Pyeongtaek,,,F,,,
Yoon,Shim Jayoon,심자윤,윤,4/14/04,STAYC,South Korea,,171,49,Gwangju,,,F,,,
J,Jang Yeeun,장예은,제이,12/9/04,STAYC,South Korea,,170,48,Daejeon,,,F,,,
J-Min,Jeon Minwook,전민욱,제이민,10/16/99,BAE173,South Korea,,0,0,,,,M,,,
Yoojun,Jung Gun,정건,유준,12/27/00,BAE173,South Korea,,0,0,,,,M,,,
Muzin,Kim Hyunwoo,김현우,무진,3/29/01,BAE173,South Korea,,0,0,,,,M,,,
Junseo,Park Junseo,박준서,준서,12/28/01,BAE173,South Korea,,0,0,,,,M,,,
Youngseo,Ryu Youngseo,류영서,영서,6/13/02,BAE173,South Korea,,0,0,,,,M,,,
Doha,Na Gyumin,나규민,도하,3/7/04,BAE173,South Korea,,0,0,,,,M,,,
Bit,No Minjae,노민재,빛,7/21/04,BAE173,South Korea,,0,0,,,,M,,,
Shotaro,Osaki Shotaro,오사키 쇼타로,쇼타로,11/25/00,NCT,Japan,,0,0,,NCT U,,M,,,
Sungchan,Jung Sungchan,정성찬,성찬,9/13/01,NCT,South Korea,,0,0,,NCT U,,M,,,
SongSun,Kim Songsun,김송선,송선,3/22/97,TRI.BE,South Korea,,0,0,,,,F,,,
Kelly,Lin Kelly,린 켈리,켈리,1/16/02,TRI.BE,Taiwan,,0,0,Kaohsiung,,,F,,,
Jinha,Kim Jinha,김진하,진하,11/21/03,TRI.BE,South Korea,,0,0,,,,F,,,
Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,5/26/04,TRI.BE,South Korea,,0,0,,,,F,,,
Jia,Guo Jiajia,궈 지아지아,지아,7/30/05,TRI.BE,China,,0,0,,,,F,,,
Soeun,Bang Soeun,방소은,소은,12/10/05,TRI.BE,South Korea,,0,0,,,,F,,,
Mire,Su Mire,수미레,미레,3/26/06,TRI.BE,Japan,,0,0,,,,F,,,
Noah,Song Yubin,송유빈,노아,8/2/00,T1419,South Korea,,0,0,,,,M,,,
Sian,Choi Changmin,최창민,시안,2/1/01,T1419,South Korea,,0,0,,,,M,,,
Kevin,Baek Seungbin,백승빈,케빈,4/8/01,T1419,South Korea,,0,0,,,,M,,,
Gunwoo,Kim Gunwoo,김건우,건우,5/28/02,T1419,South Korea,,0,0,,,,M,,,
Leo,Hayase Leo,하야세 레오,레오,10/8/02,T1419,Japan,,0,0,,,,M,,,
On,Choi Juhwan,최주환,온,10/16/02,T1419,South Korea,,0,0,,,,M,,,
Zero,Nasukawa Shota,나스카와 쇼타,제로,1/20/03,T1419,Japan,,0,0,,,,M,,,
Kairi,Imai Kairi,이마이 카이리,카이리,2/24/03,T1419,Japan,,0,0,,,,M,,,
Kio,Udo Musashi,우도 무사시,키오,11/28/04,T1419,South Korea,,0,0,,,,M,,,
Lola,Choi Yoojung,최유정,로라,2/22/01,Pixy,South Korea,,169,0,,,,F,,,
Satbyeol,Jeon Yujin,전유진,샛별,2/27/01,Pixy,South Korea,,165,0,,,Girls Alert,F,,,
Dia,Choi Eunji,최은지,디아,7/16/01,Pixy,South Korea,,165,0,,,,F,,,
Sua,Choi Sooah,최수아,수아,2/24/03,Pixy,South Korea,,162,44,,,,F,,,
Dajeong,Jung Dajeong,정다정,다정,7/31/03,Pixy,South Korea,,157,42,,,,F,,,
Louis,Yang Dongsik,양동식,루이,4/8/01,Kingdom,South Korea,,0,0,,,,M,,,
Chiwoo,Guk Seungjun,국승준,치우,9/2/02,Kingdom,South Korea,,0,0,,,,M,,,
Ivan,Park Yooseong,박유성,아이반,10/12/01,Kingdom,South Korea,,0,0,,,,M,,,
Mujin,Ko Sungho,고성호,무진,11/20/00,Kingdom,South Korea,,0,0,,,,M,,,
Jahan,Im Jihun,임지훈,자한,8/1/02,Kingdom,South Korea,,0,0,,,,M,,,
Eric,Moon Junghyuk,문정혁,에릭,2/16/79,Shinhwa,South Korea,,180,70,Seoul,,,M,,,
Minwoo,Lee Minwoo,이민우,민우,7/28/79,Shinhwa,South Korea,,172,60,Namwon,,,M,,,
Dongwan,Kim Dongwan,김동완,동완,11/21/79,Shinhwa,South Korea,,173,68,Pohang,,,M,,,
Shin Hyesung,Jung Pilkyo,정필교,신혜성,11/27/79,Shinhwa,South Korea,,179,65,Seoul,,,M,,,
Jun Jin,Park Choongjae,박충재,전진,8/19/80,Shinhwa,South Korea,,182,75,Seoul,,,M,,,
Andy,Lee Sunho,이선호,앤디,1/21/81,Shinhwa,South Korea,,175,62,Seoul,,,M,,,
Sangah,Yoo Sangah,윤상아,상아,9/4/02,LIGHTSUM,South Korea,,168,0,,,,F,,,
Chowon,Han Chowon,한초원,초원,9/16/02,LIGHTSUM,South Korea,,168,50,Seoul,,,F,,,
Nayoung,Kim Nayoung,김나영,나영,11/30/02,LIGHTSUM,South Korea,,154,43,Chuncheon,,,F,,,
Hina,,,히나,4/7/03,LIGHTSUM,Japan,,0,0,,,,F,,,
Juhyeon,Lee Juhyeon,이주현,주현,4/8/04,LIGHTSUM,South Korea,,171,48,,,,F,,,
Yujeong,Lee Yujeong,이유정,유정,6/14/04,LIGHTSUM,South Korea,,160,41,,,,F,,,
Huiyeon,Oh Huiyeon,오휘연,휘연,8/1/05,LIGHTSUM,South Korea,,0,0,,,,F,,,
Jian,Kim Jian,김지안,지안,11/4/06,LIGHTSUM,South Korea,,0,0,,,,F,,,
Ida,Ko Chaeyoung,고채영,아이다,5/19/00,MAJORS,South Korea,,163,43,,,,F,,,
Vita,Kim Jimin,김지민,비타,2/3/00,MAJORS,South Korea,,168,54,,,,F,,,
Aki,Jang Minju,장민주,아키,2/12/01,MAJORS,South Korea,,168,48,,,,F,,,
Suzy,Kim Suji,김수지,수지,6/3/01,MAJORS,South Korea,,164,45,,,,F,,,
Shinye,Kam Yerim,감예림,신예,3/7/04,MAJORS,South Korea,,166,46,,,,F,,,
Tan,Choi Seokwon,최석원,탄,8/25/96,Ciipher,South Korea,,184,75,,,,M,,,
Hwi,Lee Choonghyun,이충현,휘,2/4/99,Ciipher,South Korea,,172,61,,,,M,,,
Hyunbin,Moon Hyunbin,문현빈,현빈,2/26/00,Ciipher,South Korea,,177,61,,,,M,,,
Keita,Terazono Keita,테라조노 케이타,케이타,7/4/01,Ciipher,Japan,,170,59,,,,M,,,
TAG,Yeom Taekyun,염태균,태그,9/30/02,Ciipher,South Korea,,176,54,,,,M,,,
Dohwan,Gil Dohwan,길도환,도환,8/26/03,Ciipher,South Korea,,175,61,,,,M,,,
Lien,Shimada Sho,시마다 쇼,리안,3/11/98,Mirae,Japan,,0,0,Osaka,,,M,,,
Junhyuk,Lee Junhyuk,이준혁,이준혁,5/16/00,Mirae,South Korea,,180,63,Seoul,,,M,,,
Douhyun,Yoo Douhyun,유도현,도현,12/25/00,Mirae,South Korea,,0,0,,,,M,,,
